#,Nombre,Tipo,Localidad,Barrio,Dirección,Celular,Teléfono Fijo,Email,Sitio Web,Instagram,Calificación Google,Reseñas,Score Digital,Oportunidad,Servicio Recomendado,Estado,Contactado,Fecha Contacto,Notas
576,Body Gold,Gimnasio,Usaquén,Santa Bárbara,"Dg 110 #38-86, Santa Bárbara",3017574246,6013264699,body.gold@yahoo.com,No,No,4.5,217,60,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
577,Body Elite,Gimnasio,Bosa,San José,"Av 5 #129-72, San José",3173857735,,body.elite7@yahoo.com,No,Si,3.7,25,60,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
578,Centro Fitness Iron,Gimnasio,Puente Aranda,Zona Industrial,"Dg 136 #85-45, Zona Industrial",3177389549,6012225722,centro.fitness.iron89@yahoo.com,No,No,4.7,241,60,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
579,Gimnasio Gold,Gimnasio,Bosa,El Recreo,"Tv 95 #131-59, El Recreo",3144783539,,gimnasio.gold.bogota@gmail.com,No,No,4.3,537,60,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
580,Gimnasio El Campeón,Gimnasio,Suba,Lisboa,"Cr 160 #93-29, Lisboa",3059612030,,gimnasio.el.campeon2@hotmail.com,No,No,4.8,782,60,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
581,Gym Plus,Gimnasio,Barrios Unidos,Doce de Octubre,"Cl 94 #97-25, Doce de Octubre",3117028038,6012341342,gym.plus2@gmail.com,No,No,4.1,79,60,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
582,Animal Animal Care,Veterinaria,Kennedy,Américas,"Tv 116 #100-49 Sur, Américas",3232996477,6016038477,animal.animal.care27@yahoo.com,No,No,4.5,508,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
583,Animal Salud Animal,Veterinaria,Ciudad Bolívar,Lucero,"Dg 42 #59-26, Lucero",3006099943,,animal.salud.animal.col@gmail.com,No,No,4.5,63,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
584,Centro Veterinario Happy Pet,Veterinaria,Ciudad Bolívar,Ismael Perdomo,"Dg 95 #115-22 Sur, Ismael Perdomo",3032083080,,centro.veterinario.happy.bogota@outlook.com,No,No,4.4,77,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
585,Centro Veterinario Mi Mascota,Veterinaria,Chapinero,Chapinero Alto,"Av 168 #54-80, Chapinero Alto",3142820709,6017924650,centro.veterinario.mi.ma.bogota@hotmail.com,No,Si,3.6,25,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
586,El Tornillo La Varilla,Ferretería,Puente Aranda,Pensilvania,"Cl 155 #128-24, Pensilvania",3202645378,,el.tornillo.la.varilla38@gmail.com,No,No,4.7,69,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
587,Ferrelectricos Construya Ya,Ferretería,Santa Fe,Lourdes,"Dg 32 #117-61, Lourdes",3217282086,,ferrelectricos.construya.bogota@gmail.com,No,No,4.0,649,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
588,El Tornillo El Ladrillo,Ferretería,Suba,Suba Centro,"Av 57 #47-6, Suba Centro",3213916214,,el.tornillo.el.ladrillo1@gmail.com,No,No,4.4,63,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
589,Ferretería El Perno,Ferretería,Kennedy,El Tintal,"Tv 101 #108-18, El Tintal",3104204417,6017230567,ferreteria.el.perno21@gmail.com,No,No,4.4,299,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
590,Ropa Urban,Tienda de ropa,Bosa,San José,"Cr 180 #6-87 Sur, San José",3223168750,6012762950,ropa.urban.bogota@yahoo.com,No,No,4.9,213,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
591,Tienda Style,Tienda de ropa,Ciudad Bolívar,Ismael Perdomo,"Tv 147 #96-37, Ismael Perdomo",3216950400,6014428155,tienda.style.col@gmail.com,No,No,4.2,68,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
592,Ropa Style,Tienda de ropa,Antonio Nariño,Ciudad Jardín,"Cl 127 #57-93, Ciudad Jardín",3012026101,6013112337,ropa.style8@outlook.com,No,No,4.8,401,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
593,Tienda Couture,Tienda de ropa,Mártires,La Pepita,"Av 61 #118-10, La Pepita",3047996044,,tienda.couture5@gmail.com,No,No,4.2,163,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
594,Boutique Fashion,Tienda de ropa,Los Mártires,Ricaurte,"Dg 158 #129-93, Ricaurte",3172666262,,boutique.fashion1@yahoo.com,No,No,4.5,250,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
595,Moda Tendencia,Tienda de ropa,Tunjuelito,Tunjuelito,"Av 129 #66-58 Sur, Tunjuelito",3229403858,,moda.tendencia4@yahoo.com,Si,No,2.7,6,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
596,Moda Chica,Tienda de ropa,Ciudad Bolívar,Perdomo,"Cr 109 #116-23 Sur, Perdomo",3147815244,6014099589,moda.chica3@yahoo.com,No,No,4.9,71,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
597,Moda Stilo,Tienda de ropa,Bosa,Olarte,"Av 54 #109-52 Sur, Olarte",3209187000,,moda.stilo.bogota@yahoo.com,No,No,4.5,78,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
598,Fashion La Pasarela,Tienda de ropa,Bosa,Apogeo,"Cr 44 #128-15, Apogeo",3203986728,,fashion.la.pasarela1@yahoo.com,No,No,4.7,799,60,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
599,Apart Hotel Villa Real,Hotel,Bosa,Bosa Centro,"Cl 177 #85-68, Bosa Centro",3038651738,6016099880,apart.hotel.villa.real.col@gmail.com,No,Si,3.6,18,60,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
600,Hostal La Floresta,Hotel,San Cristóbal,La Victoria,"Tv 128 #77-67 Sur, La Victoria",3209395607,6013498428,hostal.la.floresta@yahoo.com,No,No,4.9,89,60,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
601,Hotel El Portal,Hotel,Fontibón,Capellanía,"Av 146 #140-51, Capellanía",3138309431,,hotel.el.portal.bogota@hotmail.com,No,Si,3.8,18,60,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
602,Hotel El Campanario,Hotel,Chapinero,Chicó Norte,"Dg 47 #38-36, Chicó Norte",3008180973,6013780222,hotel.el.campanario.col@gmail.com,No,No,4.5,268,60,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
603,Útiles La Resma,Papelería,Suba,Alhambra,"Dg 169 #91-41, Alhambra",3174703509,6014560884,utiles.la.resma@hotmail.com,No,Si,3.7,26,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
604,Papelería El Marcador,Papelería,Tunjuelito,San Benito,"Tv 75 #143-14, San Benito",3144274846,,papeleria.el.marcador.bogota@gmail.com,No,No,4.9,225,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
605,Miscelánea La Agenda,Papelería,Usaquén,La Uribe,"Tv 172 #62-29, La Uribe",3019234884,6013369358,miscelanea.la.agenda.bogota@yahoo.com,No,No,4.2,69,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
606,Taller El Pistón,Taller mecánico,Fontibón,El Dorado,"Av 44 #116-33, El Dorado",3182603905,6017239082,taller.el.piston5@outlook.com,No,No,4.6,116,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
607,Farmacia El Doctor,Farmacia,Antonio Nariño,San Antonio,"Dg 87 #76-77, San Antonio",3003857450,6012486282,farmacia.el.doctor@gmail.com,No,No,4.1,95,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
608,Farmacia Pronto,Farmacia,Suba,Prado Veraniego,"Tv 131 #72-63, Prado Veraniego",3018009107,6017706481,farmacia.pronto.bogota@hotmail.com,No,No,4.8,622,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
609,Droguería El Remedio,Farmacia,Tunjuelito,Samore,"Cr 130 #58-53 Sur, Samore",3211333303,,drogueria.el.remedio@gmail.com,No,No,4.9,220,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
610,Salud Del Sur,Farmacia,Antonio Nariño,Ilarco,"Cr 177 #90-10, Ilarco",3047399627,,salud.del.sur.bogota@yahoo.com,No,No,4.4,139,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
611,Droguería Rápida,Farmacia,Puente Aranda,Pensilvania,"Av 54 #68-97, Pensilvania",3174222631,6016835367,drogueria.rapida7@gmail.com,No,No,4.1,212,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
612,Medicamentos Del Sur,Farmacia,Tunjuelito,El Tunal,"Av 118 #14-83 Sur, El Tunal",3176206457,,medicamentos.del.sur23@outlook.com,No,No,4.2,652,60,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
613,Jardín Infantil Los Sueños,Jardín infantil,Usme,Chuniza,"Cl 113 #26-88, Chuniza",3018771704,6013133889,jardin.infantil.los.suen.bogota@yahoo.com,No,No,4.6,748,60,ALTA,Página Web + Redes Sociales,Pendiente,No,,
614,Colegio El Arco Iris,Jardín infantil,Chapinero,Chapinero Alto,"Cr 137 #70-7, Chapinero Alto",3018482429,6012724137,colegio.el.arco.iris4@gmail.com,No,No,4.7,278,60,ALTA,Página Web + Redes Sociales,Pendiente,No,,
615,Colegio Los Pequeños,Jardín infantil,Engativá,Engativá,"Av 179 #111-58, Engativá",3124717172,,colegio.los.pequenos.bogota@gmail.com,No,No,4.3,60,60,ALTA,Página Web + Redes Sociales,Pendiente,No,,
616,Colegio El Sol,Jardín infantil,Chapinero,Chicó Norte,"Cr 103 #71-26, Chicó Norte",3033722497,6016267095,colegio.el.sol8@gmail.com,No,No,4.8,80,60,ALTA,Página Web + Redes Sociales,Pendiente,No,,
617,Nido El Sol,Jardín infantil,Usaquén,Toberín,"Cr 101 #129-16, Toberín",3202095125,6017465585,nido.el.sol@yahoo.com,No,No,4.9,701,60,ALTA,Página Web + Redes Sociales,Pendiente,No,,
618,Nido El Bosque,Jardín infantil,San Cristóbal,Sosiego,"Dg 166 #124-96, Sosiego",3058664868,,nido.el.bosque@outlook.com,No,Si,3.7,12,60,ALTA,Página Web + Redes Sociales,Pendiente,No,,
619,Jardín Infantil Los Duendes,Jardín infantil,Engativá,Minuto de Dios,"Cl 32 #54-67, Minuto de Dios",3126400770,,jardin.infantil.los.duen75@outlook.com,No,No,4.8,176,60,ALTA,Página Web + Redes Sociales,Pendiente,No,,
620,Instituto Integral,Academia,Fontibón,San Pablo,"Cl 16 #22-55, San Pablo",3028769477,6015977538,instituto.integral7@outlook.com,No,No,4.5,245,60,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
621,Clases Creativa,Academia,Santa Fe,La Candelaria,"Av 35 #131-53, La Candelaria",3118273651,6017395317,clases.creativa@gmail.com,No,No,4.4,619,60,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
622,Instituto El Saber,Academia,Chapinero,Chapinero Alto,"Av 90 #123-59, Chapinero Alto",3026076261,,instituto.el.saber@hotmail.com,No,No,4.4,725,60,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
623,Instituto El Conocimiento,Academia,Teusaquillo,La Soledad,"Dg 11 #142-99, La Soledad",3039021179,6017491485,instituto.el.conocimient.col@gmail.com,No,No,4.2,80,60,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
624,Escuela El Talento,Academia,Bosa,Apogeo,"Tv 113 #14-78, Apogeo",3033374238,,escuela.el.talento9@hotmail.com,No,No,5.0,100,60,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
625,Clases El Conocimiento,Academia,Fontibón,Ciudad Salitre,"Dg 163 #88-23, Ciudad Salitre",3117259851,,clases.el.conocimiento@gmail.com,Si,No,2.6,4,60,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
626,Clases Musical,Academia,Engativá,Engativá,"Cr 59 #121-65, Engativá",3176009909,,clases.musical@outlook.com,No,Si,3.6,17,60,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
627,Clean Inmaculado,Lavandería,Rafael Uribe,Marco Fidel,"Cr 63 #128-71, Marco Fidel",3122145851,,clean.inmaculado@gmail.com,No,No,4.4,213,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
628,Clean Listo,Lavandería,Suba,La Floresta,"Cl 27 #126-52, La Floresta",3201239954,6016042129,clean.listo27@gmail.com,No,No,4.1,155,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
629,Lavado Rapid Clean,Lavandería,Rafael Uribe,Bravo Páez,"Dg 2 #37-38 Sur, Bravo Páez",3195951022,,lavado.rapid.clean.bogota@gmail.com,No,Si,3.8,27,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
630,Clean La Plancha,Lavandería,Teusaquillo,Cundinamarca,"Av 97 #121-97, Cundinamarca",3213361942,,clean.la.plancha5@gmail.com,No,No,4.9,261,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
631,Lavanderías Súper Limpio,Lavandería,Barrios Unidos,San Fernando,"Av 112 #58-37, San Fernando",3179337767,6012528309,lavanderias.super.limpio@yahoo.com,No,Si,3.6,22,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
632,Bienestar El Romero,Tienda naturista,Bosa,Bosa Centro,"Cr 35 #117-40 Sur, Bosa Centro",3231544385,,bienestar.el.romero@hotmail.com,No,Si,3.5,25,60,ALTA,E-Commerce + Redes Sociales,Pendiente,No,,
633,Bienestar El Árbol,Tienda naturista,Fontibón,Zona Franca,"Tv 170 #49-44, Zona Franca",3172058063,,bienestar.el.arbol.col@hotmail.com,No,No,4.8,689,60,ALTA,E-Commerce + Redes Sociales,Pendiente,No,,
634,Naturalmente La Naturaleza,Tienda naturista,Barrios Unidos,Los Andes,"Av 91 #3-25, Los Andes",3241013141,,naturalmente.la.naturale4@gmail.com,No,No,4.7,82,60,ALTA,E-Commerce + Redes Sociales,Pendiente,No,,
635,Centro de Belleza Elegante,Sala de belleza,Teusaquillo,La Soledad,"Tv 134 #80-75, La Soledad",3053358114,,centro.de.belleza.elegan@hotmail.com,No,Si,3.8,23,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
636,Glam Radiante,Sala de belleza,Barrios Unidos,Rionegro,"Cl 11 #83-59, Rionegro",3041361821,,glam.radiante.col@gmail.com,No,No,4.1,73,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
637,Glam Única,Sala de belleza,Mártires,Mártires,"Tv 137 #15-38, Mártires",3194900223,,glam.unica.bogota@yahoo.com,No,No,4.6,90,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
638,Beauty Room El Brillo,Sala de belleza,Teusaquillo,Teusaquillo,"Dg 72 #48-44, Teusaquillo",3225495954,,beauty.room.el.brillo37@yahoo.com,No,No,4.8,79,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
639,Pizzería La Rúcula,Pizzería,Los Mártires,El Listón,"Tv 18 #93-45, El Listón",3194187237,,pizzeria.la.rucula87@hotmail.com,No,No,5.0,274,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
640,Pizza La Pepperoni,Pizzería,Chapinero,Galerías,"Cl 64 #149-59, Galerías",3193260441,6015331185,pizza.la.pepperoni.col@gmail.com,No,No,4.5,74,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
641,La Pizza de La Rúcula,Pizzería,Los Mártires,Eduardo Santos,"Cl 99 #127-97, Eduardo Santos",3194983419,,la.pizza.de.la.rucula.col@outlook.com,No,No,5.0,88,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
642,Pizza House Il Forno,Pizzería,Ciudad Bolívar,Ismael Perdomo,"Cr 160 #104-14, Ismael Perdomo",3018861641,6016395676,pizza.house.il.forno1@gmail.com,No,No,4.3,74,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
643,Pizza Roma,Pizzería,Ciudad Bolívar,Arborizadora,"Av 77 #61-7, Arborizadora",3105169958,6015286567,pizza.roma.col@outlook.com,No,No,4.6,275,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
644,La Pizza de La Pepperoni,Pizzería,Usaquén,Usaquén,"Tv 10 #91-1, Usaquén",3118838390,,la.pizza.de.la.pepperoni32@gmail.com,No,No,4.6,205,60,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
645,Heladería Dulce Frío,Heladería,Fontibón,Capellanía,"Av 156 #33-98, Capellanía",3183449442,6017574304,heladeria.dulce.frio88@gmail.com,No,No,4.5,112,60,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
646,Asadero La Hacienda,Restaurante,Tunjuelito,Abraham Lincoln,"Tv 53 #62-25, Abraham Lincoln",3028311806,6012457522,asadero.la.hacienda6@outlook.com,No,Si,2.9,71,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
647,El Sabor de La Costa,Restaurante,Usme,Danubio,"Av 79 #65-32, Danubio",3194265128,,el.sabor.de.la.costa2@gmail.com,No,Si,4.9,25,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
648,Parrilla El Puerto,Restaurante,Mártires,Eduardo Santos,"Av 96 #128-93, Eduardo Santos",3159348531,,parrilla.el.puerto@gmail.com,No,Si,4.7,17,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
649,Restaurante La Cazuela,Restaurante,Puente Aranda,Pensilvania,"Dg 121 #12-35, Pensilvania",3012979467,,restaurante.la.cazuela91@gmail.com,No,Si,4.4,23,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
650,Donde La Mesa Grande,Restaurante,Puente Aranda,Pensilvania,"Av 54 #88-8, Pensilvania",3018679069,6014230903,donde.la.mesa.grande.col@outlook.com,No,Si,4.1,23,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
651,Asadero Doña Rosa,Restaurante,Mártires,Ricaurte,"Tv 57 #99-19, Ricaurte",3193060797,,asadero.dona.rosa.col@hotmail.com,No,Si,4.2,17,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
652,Cocina La Mesa Grande,Restaurante,Teusaquillo,Nicolás de Federmán,"Av 12 #116-44, Nicolás de Federmán",3166779377,,cocina.la.mesa.grande@gmail.com,No,Si,4.5,21,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
653,Comidas La Fogata,Restaurante,Usaquén,Los Cedros,"Dg 88 #16-92, Los Cedros",3188487162,,comidas.la.fogata34@gmail.com,No,Si,4.7,19,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
654,Fritanga Mi Tolima,Restaurante,Rafael Uribe,Bravo Páez,"Av 74 #4-85, Bravo Páez",3025340917,,fritanga.mi.tolima.col@gmail.com,No,Si,4.1,25,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
655,Sazón Los Compadres,Restaurante,Santa Fe,Voto Nacional,"Cl 7 #43-54, Voto Nacional",3233309148,6016687798,sazon.los.compadres@gmail.com,No,Si,4.8,24,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
656,Café El Merengue,Cafetería,Usaquén,Los Cedros,"Cl 72 #4-85, Los Cedros",3224306374,,cafe.el.merengue5@gmail.com,No,Si,4.7,18,55,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
657,El Café de La Taza,Cafetería,Chapinero,Chapinero Alto,"Cr 84 #74-78, Chapinero Alto",3041034223,,el.cafe.de.la.taza.col@outlook.com,No,Si,4.8,17,55,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
658,El Café de El Expreso,Cafetería,Engativá,Bolivia,"Dg 79 #70-54, Bolivia",3182199359,,el.cafe.de.el.expreso@yahoo.com,No,Si,4.1,23,55,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
659,El Café de Los Aromas,Cafetería,Chapinero,Galerías,"Dg 143 #135-4, Galerías",3221533171,,el.cafe.de.los.aromas.bogota@gmail.com,No,Si,4.9,24,55,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
660,Peluquería Las Tijeras,Peluquería,Engativá,Santa Helenita,"Tv 52 #103-74, Santa Helenita",3178586686,,peluqueria.las.tijeras5@gmail.com,No,Si,4.9,22,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
661,Corte Bros,Peluquería,Teusaquillo,Nicolás de Federmán,"Cl 28 #53-91, Nicolás de Federmán",3124483721,,corte.bros.bogota@outlook.com,No,Si,4.1,21,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
662,Barber Estilo Único,Peluquería,Antonio Nariño,Quiroga,"Dg 63 #42-73, Quiroga",3026901085,,barber.estilo.unico.bogota@gmail.com,No,Si,4.9,24,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
663,Peluquería El Experto,Peluquería,Ciudad Bolívar,Vista Hermosa,"Dg 74 #128-7, Vista Hermosa",3113832011,,peluqueria.el.experto8@outlook.com,No,Si,4.4,18,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
664,Studio Hair Corte Real,Peluquería,San Cristóbal,Los Libertadores,"Cl 143 #62-1 Sur, Los Libertadores",3202553516,6015025195,studio.hair.corte.real.col@hotmail.com,No,Si,4.8,10,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
665,Barbería Las Tijeras,Peluquería,Rafael Uribe,Chiguaza,"Cl 108 #76-61 Sur, Chiguaza",3186978408,6017006031,barberia.las.tijeras11@hotmail.com,No,Si,4.4,11,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
666,Studio Elite,Estética,Usaquén,Usaquén,"Cl 169 #66-15, Usaquén",3116853821,,studio.elite6@gmail.com,No,Si,4.6,16,55,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
667,Odonto Salud Oral,Clínica dental,Engativá,Álamos,"Tv 156 #77-8, Álamos",3121087253,,odonto.salud.oral.col@gmail.com,No,Si,4.8,22,55,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
668,Odontología Orto Center,Clínica dental,Engativá,Minuto de Dios,"Dg 102 #96-22, Minuto de Dios",3242213690,,odontologia.orto.center.bogota@gmail.com,No,Si,4.3,14,55,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
669,Centro Odontológico Avanzada,Clínica dental,Chapinero,Marly,"Dg 15 #132-8, Marly",3118579827,,centro.odontologico.avan@gmail.com,No,Si,4.9,12,55,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
670,Centro Odontológico Orto Center,Clínica dental,La Candelaria,Egipto,"Cl 92 #98-17, Egipto",3017961431,6017155573,centro.odontologico.orto6@yahoo.com,No,Si,4.3,10,55,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
671,Sonrisas Salud Oral,Clínica dental,Santa Fe,Lourdes,"Tv 71 #100-68, Lourdes",3024900881,,sonrisas.salud.oral.bogota@hotmail.com,No,Si,4.4,28,55,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
672,Clínica Dental Dental Plus,Clínica dental,Usaquén,Los Cedros,"Cl 89 #43-49, Los Cedros",3137163462,,clinica.dental.dental.pl.bogota@yahoo.com,No,Si,4.1,17,55,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
673,Body Plus,Gimnasio,Teusaquillo,Teusaquillo,"Av 138 #46-83, Teusaquillo",3007460423,,body.plus@hotmail.com,No,Si,5.0,19,55,MEDIA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
674,Fitness Shape,Gimnasio,Mártires,Eduardo Santos,"Tv 61 #78-43, Eduardo Santos",3232099125,,fitness.shape.col@yahoo.com,No,Si,4.9,13,55,MEDIA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
675,Fitness Iron,Gimnasio,Bosa,Olarte,"Cr 67 #27-29 Sur, Olarte",3145465466,6012987216,fitness.iron4@gmail.com,No,Si,4.5,13,55,MEDIA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
676,Funcional Plus,Gimnasio,Rafael Uribe,Marco Fidel,"Cl 151 #1-25 Sur, Marco Fidel",3043525206,,funcional.plus@gmail.com,No,Si,4.0,20,55,MEDIA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
677,CrossFit El Campeón,Gimnasio,Chapinero,Chicó Norte,"Cr 16 #126-9, Chicó Norte",3114946796,,crossfit.el.campeon@gmail.com,No,Si,5.0,23,55,MEDIA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
678,Centro Veterinario El Nido,Veterinaria,Bosa,El Recreo,"Cl 42 #6-73, El Recreo",3046100067,6012979945,centro.veterinario.el.ni21@gmail.com,No,Si,4.3,22,55,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
679,Pet Zoovet,Veterinaria,Rafael Uribe,Diana Turbay,"Tv 114 #104-98 Sur, Diana Turbay",3011642973,,pet.zoovet15@hotmail.com,No,Si,4.3,21,55,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
680,Tienda Trendy,Tienda de ropa,Puente Aranda,Zona Industrial,"Tv 8 #99-94, Zona Industrial",3101742018,,tienda.trendy.bogota@gmail.com,No,Si,3.3,104,55,MEDIA,E-Commerce + Pautas Digitales,Pendiente,No,,
681,Tienda New Style,Tienda de ropa,Santa Fe,Santa Fe,"Cr 79 #21-36, Santa Fe",3209734893,,tienda.new.style64@yahoo.com,No,Si,4.3,11,55,MEDIA,E-Commerce + Pautas Digitales,Pendiente,No,,
682,Papelería La Tinta,Papelería,Barrios Unidos,La Castellana,"Tv 143 #100-4, La Castellana",3118309755,,papeleria.la.tinta38@yahoo.com,No,Si,4.8,20,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
683,Automotriz El Cilindro,Taller mecánico,Teusaquillo,Cundinamarca,"Dg 138 #5-41, Cundinamarca",3245461181,6012729592,automotriz.el.cilindro20@hotmail.com,No,Si,3.2,76,55,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
684,Taller El As del Motor,Taller mecánico,Bosa,Bosa Centro,"Cl 60 #134-33, Bosa Centro",3207382889,,taller.el.as.del.motor.col@hotmail.com,No,Si,4.8,22,55,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
685,Colegio Los Duendes,Jardín infantil,La Candelaria,Las Aguas,"Cl 109 #144-36, Las Aguas",3169302473,,colegio.los.duendes@hotmail.com,No,Si,4.2,18,55,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
686,Colegio La Luna,Jardín infantil,Puente Aranda,Puente Aranda,"Dg 109 #19-89, Puente Aranda",3217978976,,colegio.la.luna@gmail.com,No,Si,4.7,25,55,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
687,Centro de Formación Del Arte,Academia,Suba,Alhambra,"Av 72 #19-42, Alhambra",3126461517,6016610728,centro.de.formacion.del.@hotmail.com,No,Si,4.2,23,55,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
688,Lavandería La Tina,Lavandería,Engativá,Álamos,"Av 5 #43-59, Álamos",3182816626,,lavanderia.la.tina.bogota@yahoo.com,No,Si,4.3,11,55,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
